cluster,ride_length_min,hour_of_day,distance_km
0,9.385259785073483,8.935403726708715,1.549505309934184
1,9.978387512069517,17.700394271001652,1.5387424911644327
2,36.05703362058497,14.616701055953413,4.8891604102386985
